species,species_md,coral_uid,taxon,metric,value,host_species,host_species_md
Pocillopora favosa,*Pocillopora favosa*,8Pd2_control_unified,alpheus,Mean abundance,0.039999999999999994,Pocillopora favosa,*Pocillopora favosa*
Pocillopora favosa,*Pocillopora favosa*,8Pd2_control_unified,alpheus,Intensity,1,Pocillopora favosa,*Pocillopora favosa*
Pocillopora favosa,*Pocillopora favosa*,8Pd2_control_unified,trapezia,Occurrence,0.64,Pocillopora favosa,*Pocillopora favosa*
Pocillopora favosa,*Pocillopora favosa*,8Pd2_control_unified,trapezia,Mean abundance,1.24,Pocillopora favosa,*Pocillopora favosa*
Pocillopora favosa,*Pocillopora favosa*,8Pd2_control_unified,trapezia,Intensity,1.9375,Pocillopora favosa,*Pocillopora favosa*
Pocillopora favosa,*Pocillopora favosa*,8Pd3_control_unified,alpheus,Occurrence,0.04,Pocillopora favosa,*Pocillopora favosa*
Pocillopora favosa,*Pocillopora favosa*,8Pd3_control_unified,alpheus,Mean abundance,0.03999999999999999,Pocillopora favosa,*Pocillopora favosa*
Pocillopora favosa,*Pocillopora favosa*,8Pd3_control_unified,alpheus,Intensity,1,Pocillopora favosa,*Pocillopora favosa*
Pocillopora favosa,*Pocillopora favosa*,8Pd3_control_unified,trapezia,Occurrence,0.44,Pocillopora favosa,*Pocillopora favosa*
Pocillopora favosa,*Pocillopora favosa*,8Pd3_control_unified,trapezia,Mean abundance,0.7200000000000001,Pocillopora favosa,*Pocillopora favosa*
Pocillopora favosa,*Pocillopora favosa*,8Pd3_control_unified,trapezia,Intensity,1.6363636363636365,Pocillopora favosa,*Pocillopora favosa*
Pocillopora favosa,*Pocillopora favosa*,8Pd4_control_unified,alpheus,Occurrence,0,Pocillopora favosa,*Pocillopora favosa*
Pocillopora favosa,*Pocillopora favosa*,8Pd4_control_unified,alpheus,Mean abundance,0,Pocillopora favosa,*Pocillopora favosa*
Pocillopora favosa,*Pocillopora favosa*,8Pd4_control_unified,alpheus,Intensity,NA,Pocillopora favosa,*Pocillopora favosa*
Pocillopora favosa,*Pocillopora favosa*,8Pd4_control_unified,trapezia,Occurrence,0.21739130434782608,Pocillopora favosa,*Pocillopora favosa*
Pocillopora favosa,*Pocillopora favosa*,8Pd4_control_unified,trapezia,Mean abundance,0.30434782608695654,Pocillopora favosa,*Pocillopora favosa*
Pocillopora favosa,*Pocillopora favosa*,8Pd4_control_unified,trapezia,Intensity,1.4,Pocillopora favosa,*Pocillopora favosa*
Stylophora pistillata,*Stylophora pistillata*,12Sp1_control_unified,alpheus,Occurrence,0,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,12Sp1_control_unified,alpheus,Mean abundance,0,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,12Sp1_control_unified,alpheus,Intensity,NA,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,12Sp1_control_unified,trapezia,Occurrence,0.2631578947368421,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,12Sp1_control_unified,trapezia,Mean abundance,0.26315789473684215,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,12Sp1_control_unified,trapezia,Intensity,1,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,12Sp2_control_unified,alpheus,Occurrence,0,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,12Sp2_control_unified,alpheus,Mean abundance,0,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,12Sp2_control_unified,alpheus,Intensity,NA,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,12Sp2_control_unified,trapezia,Occurrence,0.4166666666666667,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,12Sp2_control_unified,trapezia,Mean abundance,0.5,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,12Sp2_control_unified,trapezia,Intensity,1.2,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,12Sp3_control_unified,alpheus,Occurrence,0,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,12Sp3_control_unified,alpheus,Mean abundance,0,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,12Sp3_control_unified,alpheus,Intensity,NA,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,12Sp3_control_unified,trapezia,Occurrence,0.7391304347826086,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,12Sp3_control_unified,trapezia,Mean abundance,1.434782608695652,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,12Sp3_control_unified,trapezia,Intensity,1.9411764705882353,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,12Sp4_control_unified,alpheus,Occurrence,0,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,12Sp4_control_unified,alpheus,Mean abundance,0,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,12Sp4_control_unified,alpheus,Intensity,NA,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,12Sp4_control_unified,trapezia,Occurrence,0.6153846153846154,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,12Sp4_control_unified,trapezia,Mean abundance,1.2307692307692308,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,12Sp4_control_unified,trapezia,Intensity,2,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,12Sp5_control_unified,alpheus,Occurrence,0,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,12Sp5_control_unified,alpheus,Mean abundance,0,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,12Sp5_control_unified,alpheus,Intensity,NA,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,12Sp5_control_unified,trapezia,Occurrence,0.8571428571428571,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,12Sp5_control_unified,trapezia,Mean abundance,1.5714285714285714,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,12Sp5_control_unified,trapezia,Intensity,1.8333333333333333,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,12Sp6_control_unified,alpheus,Occurrence,0,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,12Sp6_control_unified,alpheus,Mean abundance,0,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,12Sp6_control_unified,alpheus,Intensity,NA,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,12Sp6_control_unified,trapezia,Occurrence,0.8571428571428571,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,12Sp6_control_unified,trapezia,Mean abundance,1.7619047619047619,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,12Sp6_control_unified,trapezia,Intensity,2.0555555555555554,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,12Sp7_control_unified,alpheus,Occurrence,0,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,12Sp7_control_unified,alpheus,Mean abundance,0,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,12Sp7_control_unified,alpheus,Intensity,NA,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,12Sp7_control_unified,trapezia,Occurrence,0.8125,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,12Sp7_control_unified,trapezia,Mean abundance,1.625,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,12Sp7_control_unified,trapezia,Intensity,2,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,13Sp1_control_unified,alpheus,Occurrence,0,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,13Sp1_control_unified,alpheus,Mean abundance,0,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,13Sp1_control_unified,alpheus,Intensity,NA,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,13Sp1_control_unified,trapezia,Occurrence,0.4375,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,13Sp1_control_unified,trapezia,Mean abundance,0.625,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,13Sp1_control_unified,trapezia,Intensity,1.4285714285714286,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,13Sp2_control_unified,alpheus,Occurrence,0,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,13Sp2_control_unified,alpheus,Mean abundance,0,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,13Sp2_control_unified,alpheus,Intensity,NA,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,13Sp2_control_unified,trapezia,Occurrence,0.5882352941176471,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,13Sp2_control_unified,trapezia,Mean abundance,1.1176470588235294,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,13Sp2_control_unified,trapezia,Intensity,1.9,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,14Sp1_control_unified,alpheus,Occurrence,0,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,14Sp1_control_unified,alpheus,Mean abundance,0,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,14Sp1_control_unified,alpheus,Intensity,NA,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,14Sp1_control_unified,trapezia,Occurrence,0.42105263157894735,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,14Sp1_control_unified,trapezia,Mean abundance,0.631578947368421,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,14Sp1_control_unified,trapezia,Intensity,1.5,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,14Sp2_control_unified,alpheus,Occurrence,0,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,14Sp2_control_unified,alpheus,Mean abundance,0,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,14Sp2_control_unified,alpheus,Intensity,NA,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,14Sp2_control_unified,trapezia,Occurrence,0.84,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,14Sp2_control_unified,trapezia,Mean abundance,1.52,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,14Sp2_control_unified,trapezia,Intensity,1.8095238095238095,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,14Sp3_control_unified,alpheus,Occurrence,0,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,14Sp3_control_unified,alpheus,Mean abundance,0,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,14Sp3_control_unified,alpheus,Intensity,NA,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,14Sp3_control_unified,trapezia,Occurrence,0.7647058823529411,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,14Sp3_control_unified,trapezia,Mean abundance,1.5294117647058822,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,14Sp3_control_unified,trapezia,Intensity,2,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,14Sp4_control_unified,alpheus,Occurrence,0.15789473684210525,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,14Sp4_control_unified,alpheus,Mean abundance,0.6315789473684209,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,14Sp4_control_unified,alpheus,Intensity,4,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,14Sp4_control_unified,trapezia,Occurrence,0.5263157894736842,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,14Sp4_control_unified,trapezia,Mean abundance,1.6842105263157894,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,14Sp4_control_unified,trapezia,Intensity,3.2,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,14Sp5_control_unified,alpheus,Occurrence,0,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,14Sp5_control_unified,alpheus,Mean abundance,0,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,14Sp5_control_unified,alpheus,Intensity,NA,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,14Sp5_control_unified,trapezia,Occurrence,0.6,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,14Sp5_control_unified,trapezia,Mean abundance,1.2,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,14Sp5_control_unified,trapezia,Intensity,2,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,14Sp6_control_unified,alpheus,Occurrence,0,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,14Sp6_control_unified,alpheus,Mean abundance,0,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,14Sp6_control_unified,alpheus,Intensity,NA,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,14Sp6_control_unified,trapezia,Occurrence,0.5833333333333334,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,14Sp6_control_unified,trapezia,Mean abundance,0.9166666666666667,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,14Sp6_control_unified,trapezia,Intensity,1.5714285714285714,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,14Sp7_control_unified,alpheus,Occurrence,0,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,14Sp7_control_unified,alpheus,Mean abundance,0,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,14Sp7_control_unified,alpheus,Intensity,NA,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,14Sp7_control_unified,trapezia,Occurrence,0.42857142857142855,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,14Sp7_control_unified,trapezia,Mean abundance,0.7857142857142858,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,14Sp7_control_unified,trapezia,Intensity,1.8333333333333333,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,1Sp10_control_unified,alpheus,Occurrence,0.04,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,1Sp10_control_unified,alpheus,Mean abundance,0.03999999999999999,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,1Sp10_control_unified,alpheus,Intensity,1,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,1Sp10_control_unified,trapezia,Occurrence,0.88,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,1Sp10_control_unified,trapezia,Mean abundance,1.64,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,1Sp10_control_unified,trapezia,Intensity,1.8636363636363635,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,1Sp1_control_unified,alpheus,Occurrence,0.043478260869565216,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,1Sp1_control_unified,alpheus,Mean abundance,0.08695652173913047,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,1Sp1_control_unified,alpheus,Intensity,2,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,1Sp1_control_unified,trapezia,Occurrence,0.9565217391304348,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,1Sp1_control_unified,trapezia,Mean abundance,1.9130434782608696,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,1Sp1_control_unified,trapezia,Intensity,2,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,1Sp2_control_unified,alpheus,Occurrence,0,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,1Sp2_control_unified,alpheus,Mean abundance,0,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,1Sp2_control_unified,alpheus,Intensity,NA,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,1Sp2_control_unified,trapezia,Occurrence,0.8888888888888888,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,1Sp2_control_unified,trapezia,Mean abundance,1.5,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,1Sp2_control_unified,trapezia,Intensity,1.6875,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,1Sp3_control_unified,alpheus,Occurrence,0,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,1Sp3_control_unified,alpheus,Mean abundance,0,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,1Sp3_control_unified,alpheus,Intensity,NA,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,1Sp3_control_unified,trapezia,Occurrence,0.15384615384615385,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,1Sp3_control_unified,trapezia,Mean abundance,0.23076923076923075,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,1Sp3_control_unified,trapezia,Intensity,1.5,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,1Sp4_control_unified,alpheus,Occurrence,0,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,1Sp4_control_unified,alpheus,Mean abundance,0,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,1Sp4_control_unified,alpheus,Intensity,NA,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,1Sp4_control_unified,trapezia,Occurrence,0.6,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,1Sp4_control_unified,trapezia,Mean abundance,1.0666666666666669,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,1Sp4_control_unified,trapezia,Intensity,1.7777777777777777,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,1Sp5_control_unified,alpheus,Occurrence,0.043478260869565216,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,1Sp5_control_unified,alpheus,Mean abundance,0.04347826086956523,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,1Sp5_control_unified,alpheus,Intensity,1,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,1Sp5_control_unified,trapezia,Occurrence,0.4782608695652174,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,1Sp5_control_unified,trapezia,Mean abundance,0.6956521739130436,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,1Sp5_control_unified,trapezia,Intensity,1.4545454545454546,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,1Sp6_control_unified,alpheus,Occurrence,0,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,1Sp6_control_unified,alpheus,Mean abundance,0,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,1Sp6_control_unified,alpheus,Intensity,NA,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,1Sp6_control_unified,trapezia,Occurrence,0.875,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,1Sp6_control_unified,trapezia,Mean abundance,1.25,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,1Sp6_control_unified,trapezia,Intensity,1.4285714285714286,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,1Sp7_control_unified,alpheus,Occurrence,0.09090909090909091,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,1Sp7_control_unified,alpheus,Mean abundance,0.27272727272727276,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,1Sp7_control_unified,alpheus,Intensity,3,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,1Sp7_control_unified,trapezia,Occurrence,0.7727272727272727,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,1Sp7_control_unified,trapezia,Mean abundance,1.3636363636363638,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,1Sp7_control_unified,trapezia,Intensity,1.7647058823529411,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,1Sp8_control_unified,alpheus,Occurrence,0,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,1Sp8_control_unified,alpheus,Mean abundance,0,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,1Sp8_control_unified,alpheus,Intensity,NA,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,1Sp8_control_unified,trapezia,Occurrence,0.8695652173913043,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,1Sp8_control_unified,trapezia,Mean abundance,1.2173913043478262,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,1Sp8_control_unified,trapezia,Intensity,1.4,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,1Sp9_control_unified,alpheus,Occurrence,0,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,1Sp9_control_unified,alpheus,Mean abundance,0,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,1Sp9_control_unified,alpheus,Intensity,NA,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,1Sp9_control_unified,trapezia,Occurrence,0.8333333333333334,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,1Sp9_control_unified,trapezia,Mean abundance,1.4444444444444444,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,1Sp9_control_unified,trapezia,Intensity,1.7333333333333334,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,5Sp1_control_unified,alpheus,Occurrence,0,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,5Sp1_control_unified,alpheus,Mean abundance,0,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,5Sp1_control_unified,alpheus,Intensity,NA,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,5Sp1_control_unified,trapezia,Occurrence,0.84,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,5Sp1_control_unified,trapezia,Mean abundance,1.7600000000000002,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,5Sp1_control_unified,trapezia,Intensity,2.0952380952380953,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,5Sp2_control_unified,alpheus,Occurrence,0.05263157894736842,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,5Sp2_control_unified,alpheus,Mean abundance,0.052631578947368446,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,5Sp2_control_unified,alpheus,Intensity,1,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,5Sp2_control_unified,trapezia,Occurrence,0.9473684210526315,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,5Sp2_control_unified,trapezia,Mean abundance,2.2105263157894735,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,5Sp2_control_unified,trapezia,Intensity,2.333333333333333,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,6Sp2_control_unified,alpheus,Occurrence,0,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,6Sp2_control_unified,alpheus,Mean abundance,0,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,6Sp2_control_unified,alpheus,Intensity,NA,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,6Sp2_control_unified,trapezia,Occurrence,0.7058823529411765,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,6Sp2_control_unified,trapezia,Mean abundance,1.4705882352941178,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,6Sp2_control_unified,trapezia,Intensity,2.0833333333333335,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,6Sp3_control_unified,alpheus,Occurrence,0,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,6Sp3_control_unified,alpheus,Mean abundance,0,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,6Sp3_control_unified,alpheus,Intensity,NA,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,6Sp3_control_unified,trapezia,Occurrence,0.9444444444444444,Stylophora pistillata,*Stylophora pistillata*
Stylophora pistillata,*Stylophora pistillata*,6Sp3_control_unified,trapezia,Mean abundance,1.5,Stylophora pistillata,*Stylophora pistillata*
